IdFlightNumber,DepartureTime,Description,Type,Start_Airport,Goal_Airport,PlaneModel_Id,NIT_Airline
430,2022-05-02 01:24:00,Vuelo 430 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,BMW,1001003
431,2022-02-17 08:42:00,Vuelo 431 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,MIJ,1001004
432,2022-10-17 02:49:00,Vuelo 432 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,XNT,1001004
433,2023-07-14 12:07:00,Vuelo 433 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,BMW,1001002
434,2023-10-13 16:25:00,Vuelo 434 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,SMN,1001001
435,2023-06-03 10:24:00,Vuelo 435 de Heathrow a JFK International,Comercial,Heathrow,JFK International,MIJ,1001002
436,2022-03-14 19:51:00,Vuelo 436 de Heathrow a LAX,Privado,Heathrow,LAX,CBK,1001001
437,2023-08-12 05:12:00,Vuelo 437 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,BMW,1001004
438,2022-02-19 02:36:00,Vuelo 438 de Heathrow a LAX,Privado,Heathrow,LAX,CBK,1001002
439,2022-07-01 08:42:00,Vuelo 439 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,SMN,1001003
440,2023-05-16 21:52:00,Vuelo 440 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,BMW,1001001
441,2022-12-17 18:38:00,Vuelo 441 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,SMN,1001004
442,2023-01-31 06:59:00,Vuelo 442 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,AGX,1001001
443,2023-04-25 01:55:00,Vuelo 443 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,SMN,1001003
444,2022-06-16 21:07:00,Vuelo 444 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,AGX,1001005
445,2023-09-27 09:52:00,Vuelo 445 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,SMN,1001003
446,2023-04-17 18:05:00,Vuelo 446 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,XNT,1001003
447,2023-09-01 05:08:00,Vuelo 447 de Benito Juárez a JFK International,Privado,Benito Juárez,JFK International,CBK,1001001
448,2023-10-10 08:56:00,Vuelo 448 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,MIJ,1001001
449,2022-10-04 01:56:00,Vuelo 449 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,AGX,1001005
450,2022-07-15 01:23:00,Vuelo 450 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,BMW,1001002
451,2022-04-08 01:29:00,Vuelo 451 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,XNT,1001001
452,2022-05-23 17:54:00,Vuelo 452 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,CBK,1001005
453,2023-05-28 00:32:00,Vuelo 453 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,CBK,1001004
454,2022-03-07 18:38:00,Vuelo 454 de LAX a JFK International,Privado,LAX,JFK International,XNT,1001004
455,2023-11-18 08:55:00,Vuelo 455 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,CBK,1001002
456,2023-03-20 11:10:00,Vuelo 456 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,CBK,1001002
457,2023-02-03 22:52:00,Vuelo 457 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,BMW,1001001
458,2022-07-29 19:55:00,Vuelo 458 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,SMN,1001002
459,2023-09-24 06:49:00,Vuelo 459 de Benito Juárez a JFK International,Privado,Benito Juárez,JFK International,AGX,1001005
460,2023-03-18 02:21:00,Vuelo 460 de Heathrow a LAX,Privado,Heathrow,LAX,AGX,1001004
461,2022-11-17 04:10:00,Vuelo 461 de LAX a Heathrow,Privado,LAX,Heathrow,XNT,1001002
462,2022-09-29 14:41:00,Vuelo 462 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,SMN,1001002
463,2022-11-14 23:54:00,Vuelo 463 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,AGX,1001002
464,2023-04-16 23:35:00,Vuelo 464 de Heathrow a LAX,Privado,Heathrow,LAX,CBK,1001004
465,2022-07-14 10:46:00,Vuelo 465 de Heathrow a JFK International,Privado,Heathrow,JFK International,MIJ,1001003
466,2022-12-30 16:28:00,Vuelo 466 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,BMW,1001003
467,2022-05-16 03:45:00,Vuelo 467 de LAX a JFK International,Privado,LAX,JFK International,CBK,1001002
468,2022-10-01 04:13:00,Vuelo 468 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,XNT,1001005
469,2023-09-20 21:05:00,Vuelo 469 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,SMN,1001005
470,2022-06-27 09:54:00,Vuelo 470 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,SMN,1001004
471,2022-09-03 18:41:00,Vuelo 471 de JFK International a LAX,Comercial,JFK International,LAX,SMN,1001001
472,2023-08-02 09:10:00,Vuelo 472 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,SMN,1001001
473,2023-05-27 18:04:00,Vuelo 473 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,BMW,1001002
474,2022-02-06 22:04:00,Vuelo 474 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,BMW,1001003
475,2022-06-13 20:41:00,Vuelo 475 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,BMW,1001001
476,2023-02-17 20:44:00,Vuelo 476 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,AGX,1001001
477,2023-11-11 14:38:00,Vuelo 477 de Charles de Gaulle a Heathrow,Privado,Charles de Gaulle,Heathrow,CBK,1001003
478,2023-01-28 22:31:00,Vuelo 478 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,SMN,1001002
479,2023-03-09 07:06:00,Vuelo 479 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,MIJ,1001001
480,2022-01-14 19:20:00,Vuelo 480 de LAX a Heathrow,Comercial,LAX,Heathrow,CBK,1001003
481,2023-06-12 08:03:00,Vuelo 481 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,AGX,1001004
482,2023-03-15 12:59:00,Vuelo 482 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,MIJ,1001005
483,2022-08-09 11:30:00,Vuelo 483 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,SMN,1001005
484,2023-01-11 05:47:00,Vuelo 484 de LAX a JFK International,Privado,LAX,JFK International,SMN,1001005
485,2022-05-22 11:27:00,Vuelo 485 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,AGX,1001001
486,2023-08-01 09:23:00,Vuelo 486 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,AGX,1001005
487,2022-04-05 17:10:00,Vuelo 487 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,MIJ,1001005
488,2022-01-07 07:34:00,Vuelo 488 de JFK International a LAX,Comercial,JFK International,LAX,XNT,1001004
489,2023-08-13 17:08:00,Vuelo 489 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,BMW,1001002
490,2022-09-19 20:20:00,Vuelo 490 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,CBK,1001002
491,2022-09-07 07:56:00,Vuelo 491 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,BMW,1001002
492,2023-10-09 04:42:00,Vuelo 492 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,BMW,1001001
493,2023-12-04 03:18:00,Vuelo 493 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,BMW,1001001
494,2022-04-16 01:58:00,Vuelo 494 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,BMW,1001001
495,2022-07-29 13:21:00,Vuelo 495 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,XNT,1001004
496,2022-12-28 15:09:00,Vuelo 496 de Heathrow a LAX,Comercial,Heathrow,LAX,BMW,1001003
497,2022-01-21 20:12:00,Vuelo 497 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,MIJ,1001004
498,2023-09-13 09:28:00,Vuelo 498 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,CBK,1001005
499,2023-03-19 04:38:00,Vuelo 499 de LAX a JFK International,Privado,LAX,JFK International,AGX,1001002
500,2023-08-04 21:11:00,Vuelo 500 de JFK International a LAX,Comercial,JFK International,LAX,MIJ,1001002
501,2023-09-18 08:37:00,Vuelo 501 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,AGX,1001002
502,2023-05-15 02:36:00,Vuelo 502 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,AGX,1001003
503,2022-07-20 15:54:00,Vuelo 503 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,CBK,1001004
504,2023-04-18 12:28:00,Vuelo 504 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,SMN,1001002
505,2022-02-13 20:44:00,Vuelo 505 de JFK International a Heathrow,Privado,JFK International,Heathrow,MIJ,1001003
506,2023-02-25 22:25:00,Vuelo 506 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,AGX,1001003
507,2023-11-05 01:56:00,Vuelo 507 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,XNT,1001001
508,2023-10-31 02:15:00,Vuelo 508 de Heathrow a LAX,Comercial,Heathrow,LAX,AGX,1001002
509,2023-10-11 17:38:00,Vuelo 509 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,BMW,1001003
510,2023-09-07 11:14:00,Vuelo 510 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,CBK,1001004
511,2022-03-01 20:35:00,Vuelo 511 de JFK International a Charles de Gaulle,Comercial,JFK International,Charles de Gaulle,XNT,1001003
512,2023-05-14 21:32:00,Vuelo 512 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,CBK,1001004
513,2023-03-20 07:31:00,Vuelo 513 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,XNT,1001005
514,2022-02-01 17:44:00,Vuelo 514 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,SMN,1001003
515,2023-11-06 01:07:00,Vuelo 515 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,BMW,1001004
516,2023-01-06 06:34:00,Vuelo 516 de Heathrow a JFK International,Privado,Heathrow,JFK International,AGX,1001005
517,2022-02-18 02:08:00,Vuelo 517 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,BMW,1001002
518,2022-05-23 10:49:00,Vuelo 518 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,BMW,1001002
519,2023-04-23 12:31:00,Vuelo 519 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,CBK,1001004
520,2023-02-25 09:00:00,Vuelo 520 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,XNT,1001001
521,2023-07-11 05:27:00,Vuelo 521 de Benito Juárez a JFK International,Comercial,Benito Juárez,JFK International,AGX,1001004
522,2022-07-12 01:32:00,Vuelo 522 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,CBK,1001001
523,2023-04-11 04:09:00,Vuelo 523 de JFK International a LAX,Privado,JFK International,LAX,XNT,1001002
524,2023-01-31 10:01:00,Vuelo 524 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,BMW,1001001
525,2023-07-18 03:50:00,Vuelo 525 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,AGX,1001005
526,2022-01-22 01:08:00,Vuelo 526 de Toronto Pearson a JFK International,Comercial,Toronto Pearson,JFK International,CBK,1001001
527,2022-04-25 07:23:00,Vuelo 527 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,BMW,1001002
528,2022-09-22 02:46:00,Vuelo 528 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,CBK,1001001
529,2022-05-31 07:12:00,Vuelo 529 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,BMW,1001003
530,2022-08-11 17:36:00,Vuelo 530 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,AGX,1001002
531,2023-08-08 19:20:00,Vuelo 531 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,XNT,1001001
532,2022-08-27 09:09:00,Vuelo 532 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,SMN,1001001
533,2022-03-24 20:49:00,Vuelo 533 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,XNT,1001002
534,2023-11-30 17:41:00,Vuelo 534 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,CBK,1001002
535,2022-07-31 20:21:00,Vuelo 535 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,MIJ,1001004
536,2023-10-21 13:11:00,Vuelo 536 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,SMN,1001004
537,2022-09-15 03:41:00,Vuelo 537 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,XNT,1001001
538,2022-07-23 12:22:00,Vuelo 538 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,AGX,1001001
539,2023-12-25 18:22:00,Vuelo 539 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,BMW,1001003
540,2023-04-18 01:47:00,Vuelo 540 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,XNT,1001001
541,2022-10-23 20:41:00,Vuelo 541 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,MIJ,1001005
542,2022-12-12 08:19:00,Vuelo 542 de Heathrow a LAX,Privado,Heathrow,LAX,BMW,1001002
543,2023-03-08 18:01:00,Vuelo 543 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,CBK,1001005
544,2022-07-24 08:11:00,Vuelo 544 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,MIJ,1001005
545,2022-07-06 17:48:00,Vuelo 545 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,XNT,1001003
546,2023-06-19 13:36:00,Vuelo 546 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,XNT,1001001
547,2023-08-05 01:18:00,Vuelo 547 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,BMW,1001004
548,2022-03-18 07:44:00,Vuelo 548 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,SMN,1001003
549,2023-05-05 17:19:00,Vuelo 549 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,SMN,1001002
550,2023-12-12 23:17:00,Vuelo 550 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,CBK,1001005
551,2022-04-03 12:42:00,Vuelo 551 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,BMW,1001001
552,2023-06-22 19:36:00,Vuelo 552 de JFK International a LAX,Privado,JFK International,LAX,CBK,1001002
553,2023-08-22 09:30:00,Vuelo 553 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,MIJ,1001002
554,2022-11-19 13:42:00,Vuelo 554 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,XNT,1001003
555,2022-11-06 06:17:00,Vuelo 555 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,XNT,1001002
556,2022-10-09 08:27:00,Vuelo 556 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,SMN,1001004
557,2023-10-09 21:45:00,Vuelo 557 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,AGX,1001005
558,2022-02-18 01:10:00,Vuelo 558 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,BMW,1001002
559,2022-11-28 18:44:00,Vuelo 559 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,MIJ,1001002
560,2023-02-19 14:54:00,Vuelo 560 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,AGX,1001005
561,2022-04-12 06:19:00,Vuelo 561 de LAX a JFK International,Comercial,LAX,JFK International,MIJ,1001005
562,2023-05-17 16:24:00,Vuelo 562 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,SMN,1001004
563,2022-07-19 10:13:00,Vuelo 563 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,XNT,1001001
564,2023-11-18 15:11:00,Vuelo 564 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,CBK,1001004
565,2023-04-23 18:39:00,Vuelo 565 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,SMN,1001005
566,2023-05-30 07:53:00,Vuelo 566 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,BMW,1001001
567,2022-06-06 17:53:00,Vuelo 567 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,CBK,1001001
568,2023-10-15 11:01:00,Vuelo 568 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,MIJ,1001005
569,2022-04-09 04:20:00,Vuelo 569 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,CBK,1001003
570,2023-09-29 16:50:00,Vuelo 570 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,MIJ,1001002
571,2022-05-29 18:16:00,Vuelo 571 de JFK International a Charles de Gaulle,Comercial,JFK International,Charles de Gaulle,XNT,1001003
572,2022-05-05 06:10:00,Vuelo 572 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,AGX,1001003
573,2023-04-20 21:17:00,Vuelo 573 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,CBK,1001001
574,2023-10-24 01:14:00,Vuelo 574 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,AGX,1001003
575,2022-09-27 17:25:00,Vuelo 575 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,XNT,1001002
576,2023-06-06 05:09:00,Vuelo 576 de LAX a JFK International,Comercial,LAX,JFK International,XNT,1001004
577,2023-09-26 17:31:00,Vuelo 577 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,BMW,1001001
578,2023-03-28 03:19:00,Vuelo 578 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,SMN,1001002
579,2023-09-24 08:02:00,Vuelo 579 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,SMN,1001003
580,2022-01-14 23:11:00,Vuelo 580 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,BMW,1001005
581,2023-08-06 08:59:00,Vuelo 581 de LAX a JFK International,Comercial,LAX,JFK International,AGX,1001004
582,2022-10-16 23:12:00,Vuelo 582 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,BMW,1001001
583,2023-12-09 14:32:00,Vuelo 583 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,CBK,1001004
584,2023-01-01 06:16:00,Vuelo 584 de JFK International a LAX,Comercial,JFK International,LAX,MIJ,1001003
585,2023-05-07 18:01:00,Vuelo 585 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,AGX,1001005
586,2022-03-17 00:04:00,Vuelo 586 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,MIJ,1001001
587,2022-06-15 14:16:00,Vuelo 587 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,CBK,1001004
588,2023-05-14 16:52:00,Vuelo 588 de Toronto Pearson a LAX,Comercial,Toronto Pearson,LAX,AGX,1001004
589,2023-10-28 00:21:00,Vuelo 589 de LAX a Heathrow,Comercial,LAX,Heathrow,SMN,1001005
590,2023-12-19 22:00:00,Vuelo 590 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,MIJ,1001004
591,2023-09-11 03:24:00,Vuelo 591 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,SMN,1001001
592,2022-12-12 19:24:00,Vuelo 592 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,CBK,1001001
593,2023-08-03 03:46:00,Vuelo 593 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,XNT,1001001
594,2023-10-15 16:15:00,Vuelo 594 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,AGX,1001002
595,2022-10-10 22:50:00,Vuelo 595 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,XNT,1001005
596,2022-08-18 18:18:00,Vuelo 596 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,AGX,1001004
597,2022-11-18 08:01:00,Vuelo 597 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,AGX,1001004
598,2023-02-03 14:20:00,Vuelo 598 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,CBK,1001005
599,2022-11-14 08:18:00,Vuelo 599 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,AGX,1001003
600,2023-04-19 03:39:00,Vuelo 600 de Heathrow a LAX,Privado,Heathrow,LAX,BMW,1001002
601,2023-11-28 16:24:00,Vuelo 601 de JFK International a LAX,Comercial,JFK International,LAX,XNT,1001004
602,2022-05-31 11:58:00,Vuelo 602 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,MIJ,1001001
603,2022-04-28 07:15:00,Vuelo 603 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,CBK,1001001
604,2022-12-18 09:13:00,Vuelo 604 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,MIJ,1001003
605,2022-02-24 18:11:00,Vuelo 605 de Heathrow a LAX,Comercial,Heathrow,LAX,AGX,1001005
606,2022-11-14 12:57:00,Vuelo 606 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,AGX,1001002
607,2022-11-25 06:57:00,Vuelo 607 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,XNT,1001001
608,2023-08-30 10:48:00,Vuelo 608 de Heathrow a JFK International,Privado,Heathrow,JFK International,SMN,1001005
609,2023-11-25 13:59:00,Vuelo 609 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,BMW,1001004
610,2022-05-19 10:34:00,Vuelo 610 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,CBK,1001002
611,2023-10-25 18:44:00,Vuelo 611 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,MIJ,1001003
612,2023-01-05 12:13:00,Vuelo 612 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,MIJ,1001003
613,2023-10-07 04:09:00,Vuelo 613 de JFK International a Charles de Gaulle,Comercial,JFK International,Charles de Gaulle,MIJ,1001001
614,2022-03-27 03:28:00,Vuelo 614 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,CBK,1001004
615,2022-02-26 20:18:00,Vuelo 615 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,CBK,1001004
616,2023-02-07 20:05:00,Vuelo 616 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,AGX,1001003
617,2022-10-16 16:29:00,Vuelo 617 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,CBK,1001001
618,2022-06-07 22:36:00,Vuelo 618 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,XNT,1001002
619,2022-02-03 13:30:00,Vuelo 619 de Charles de Gaulle a Heathrow,Privado,Charles de Gaulle,Heathrow,CBK,1001001
620,2023-11-12 01:51:00,Vuelo 620 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,MIJ,1001002
621,2022-03-03 14:33:00,Vuelo 621 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,BMW,1001002
622,2022-05-30 03:13:00,Vuelo 622 de Heathrow a LAX,Comercial,Heathrow,LAX,MIJ,1001003
623,2023-11-08 06:24:00,Vuelo 623 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,SMN,1001005
624,2022-11-28 21:15:00,Vuelo 624 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,MIJ,1001003
625,2023-01-21 00:09:00,Vuelo 625 de Heathrow a JFK International,Privado,Heathrow,JFK International,AGX,1001003
626,2022-09-08 16:38:00,Vuelo 626 de Heathrow a LAX,Privado,Heathrow,LAX,BMW,1001001
627,2023-05-30 08:18:00,Vuelo 627 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,MIJ,1001002
628,2022-04-19 11:17:00,Vuelo 628 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,MIJ,1001004
629,2023-04-20 09:09:00,Vuelo 629 de LAX a Heathrow,Comercial,LAX,Heathrow,BMW,1001005
630,2023-08-22 20:35:00,Vuelo 630 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,SMN,1001003
631,2023-06-18 15:15:00,Vuelo 631 de Toronto Pearson a JFK International,Comercial,Toronto Pearson,JFK International,XNT,1001005
632,2023-04-14 00:09:00,Vuelo 632 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,MIJ,1001004
633,2022-08-13 10:12:00,Vuelo 633 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,BMW,1001003
634,2022-07-21 15:16:00,Vuelo 634 de Benito Juárez a JFK International,Privado,Benito Juárez,JFK International,MIJ,1001002
635,2022-05-26 16:23:00,Vuelo 635 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,AGX,1001004
636,2023-08-24 03:25:00,Vuelo 636 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,CBK,1001002
637,2022-04-20 00:18:00,Vuelo 637 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,SMN,1001002
638,2022-03-29 14:18:00,Vuelo 638 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,XNT,1001001
639,2022-09-14 19:27:00,Vuelo 639 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,BMW,1001005
640,2023-12-26 03:54:00,Vuelo 640 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,AGX,1001005
641,2023-07-07 12:43:00,Vuelo 641 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,BMW,1001001
642,2023-12-29 19:30:00,Vuelo 642 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,MIJ,1001001
