IdFlight,BoardingTime,FlightDate,Gate,CheckInCounter,IdFlightNumber
845,2023-02-27 22:10:00,2023-02-27,C6,Counter 17,828
846,2023-12-06 16:51:00,2023-12-06,B1,Counter 4,209
847,2023-09-06 00:42:00,2023-09-06,C2,Counter 18,172
848,2022-01-15 16:21:00,2022-01-15,C7,Counter 10,182
849,2023-12-12 01:54:00,2023-12-12,A9,Counter 12,269
850,2023-02-27 16:59:00,2023-02-27,B6,Counter 3,608
851,2022-06-28 00:08:00,2022-06-28,C1,Counter 19,375
852,2022-05-07 01:58:00,2022-05-07,A1,Counter 1,203
853,2022-09-02 10:33:00,2022-09-02,B10,Counter 18,117
854,2023-10-16 18:31:00,2023-10-16,C7,Counter 17,744
855,2022-05-03 10:31:00,2022-05-03,C4,Counter 6,576
856,2022-10-26 08:56:00,2022-10-26,C1,Counter 1,646
857,2023-07-29 06:50:00,2023-07-29,C9,Counter 10,837
858,2023-05-21 05:24:00,2023-05-21,C6,Counter 14,193
859,2023-07-21 01:52:00,2023-07-21,A4,Counter 3,939
860,2022-07-25 08:39:00,2022-07-25,A4,Counter 13,703
861,2022-06-13 13:07:00,2022-06-13,B10,Counter 1,942
862,2023-03-05 20:52:00,2023-03-05,A3,Counter 13,42
863,2022-01-14 02:27:00,2022-01-14,C9,Counter 14,64
864,2022-08-06 22:13:00,2022-08-06,A5,Counter 11,409
865,2022-08-04 19:30:00,2022-08-04,A5,Counter 15,101
866,2022-11-28 01:22:00,2022-11-28,B1,Counter 19,539
867,2023-02-14 08:23:00,2023-02-14,A4,Counter 20,541
868,2022-03-16 17:30:00,2022-03-16,A7,Counter 2,376
869,2022-12-23 21:25:00,2022-12-23,B1,Counter 4,362
870,2023-04-02 10:27:00,2023-04-02,A4,Counter 15,798
871,2023-12-11 09:47:00,2023-12-11,A10,Counter 17,895
872,2022-03-24 07:39:00,2022-03-24,B6,Counter 10,876
873,2023-04-05 05:34:00,2023-04-05,A7,Counter 9,253
874,2022-08-02 05:04:00,2022-08-02,B8,Counter 1,963
875,2023-06-14 00:01:00,2023-06-14,B2,Counter 1,792
876,2023-03-13 10:53:00,2023-03-13,B2,Counter 4,252
877,2022-08-25 02:34:00,2022-08-25,C1,Counter 11,825
878,2023-08-05 08:27:00,2023-08-05,A10,Counter 17,841
879,2022-10-21 18:46:00,2022-10-21,C7,Counter 11,167
880,2023-07-22 06:52:00,2023-07-22,A10,Counter 13,56
881,2023-12-06 12:03:00,2023-12-06,C8,Counter 1,128
882,2023-03-08 20:29:00,2023-03-08,B5,Counter 7,720
883,2022-07-19 09:14:00,2022-07-19,A5,Counter 13,611
884,2022-08-27 15:28:00,2022-08-27,B6,Counter 4,305
885,2023-07-22 20:23:00,2023-07-22,A10,Counter 2,354
886,2023-12-13 10:44:00,2023-12-13,A10,Counter 3,971
887,2022-09-29 21:44:00,2022-09-29,A10,Counter 6,201
888,2022-03-10 23:57:00,2022-03-10,A3,Counter 5,747
889,2022-07-20 01:39:00,2022-07-20,C8,Counter 4,813
890,2022-10-29 04:48:00,2022-10-29,A6,Counter 11,62
891,2023-04-30 10:47:00,2023-04-30,A6,Counter 17,3
892,2023-01-22 20:47:00,2023-01-22,B1,Counter 1,348
893,2022-06-01 03:47:00,2022-06-01,A2,Counter 3,946
894,2023-12-06 12:08:00,2023-12-06,B6,Counter 10,313
895,2023-04-12 08:24:00,2023-04-12,C5,Counter 4,581
896,2022-09-19 16:02:00,2022-09-19,B5,Counter 16,163
897,2023-06-10 21:57:00,2023-06-10,A6,Counter 8,946
898,2023-11-03 22:25:00,2023-11-03,B5,Counter 19,329
899,2022-12-31 01:37:00,2022-12-31,B5,Counter 20,527
900,2023-05-09 02:23:00,2023-05-09,C3,Counter 11,812
901,2022-10-10 20:05:00,2022-10-10,A10,Counter 14,475
902,2022-08-19 20:05:00,2022-08-19,A6,Counter 9,996
903,2022-07-12 08:39:00,2022-07-12,B5,Counter 20,175
904,2022-01-29 03:18:00,2022-01-29,C3,Counter 6,578
905,2023-06-29 23:28:00,2023-06-29,B10,Counter 10,431
906,2022-01-24 12:25:00,2022-01-24,B6,Counter 20,215
907,2023-12-13 23:01:00,2023-12-13,B8,Counter 12,562
908,2023-01-03 04:08:00,2023-01-03,A2,Counter 5,239
909,2022-03-10 14:14:00,2022-03-10,B5,Counter 15,585
910,2023-10-19 02:25:00,2023-10-19,C2,Counter 10,528
911,2023-03-01 08:35:00,2023-03-01,A6,Counter 15,302
912,2023-10-01 18:02:00,2023-10-01,C6,Counter 1,675
913,2022-06-03 04:59:00,2022-06-03,C2,Counter 7,39
914,2022-10-14 13:35:00,2022-10-14,A3,Counter 17,198
915,2022-04-15 00:48:00,2022-04-15,B2,Counter 8,561
916,2023-08-21 22:07:00,2023-08-21,A4,Counter 1,483
917,2023-01-21 18:59:00,2023-01-21,C7,Counter 2,407
918,2023-08-05 22:47:00,2023-08-05,A2,Counter 5,711
919,2022-05-18 20:27:00,2022-05-18,B1,Counter 20,494
920,2022-05-29 12:58:00,2022-05-29,C2,Counter 11,634
921,2022-05-03 10:55:00,2022-05-03,C7,Counter 5,388
922,2022-08-14 22:30:00,2022-08-14,C7,Counter 7,434
923,2022-10-08 06:35:00,2022-10-08,A9,Counter 19,204
924,2022-11-18 20:07:00,2022-11-18,B9,Counter 16,352
925,2022-06-17 06:22:00,2022-06-17,A5,Counter 17,813
926,2022-07-12 04:29:00,2022-07-12,B2,Counter 14,871
927,2022-10-08 11:54:00,2022-10-08,C9,Counter 14,359
928,2023-11-10 07:09:00,2023-11-10,A3,Counter 6,879
929,2022-07-12 20:44:00,2022-07-12,B7,Counter 10,433
930,2022-04-26 12:11:00,2022-04-26,C6,Counter 18,442
931,2022-12-14 04:25:00,2022-12-14,B8,Counter 16,845
932,2023-03-20 13:02:00,2023-03-20,B4,Counter 11,333
933,2023-01-05 22:06:00,2023-01-05,A9,Counter 4,987
934,2022-01-19 09:47:00,2022-01-19,A8,Counter 14,686
935,2023-10-21 11:33:00,2023-10-21,A10,Counter 3,761
936,2022-10-04 03:14:00,2022-10-04,A8,Counter 15,392
937,2022-03-11 10:07:00,2022-03-11,A7,Counter 9,481
938,2022-03-10 06:27:00,2022-03-10,C3,Counter 16,705
939,2022-12-07 06:19:00,2022-12-07,B2,Counter 9,485
940,2023-07-11 01:36:00,2023-07-11,C2,Counter 19,333
941,2023-01-08 20:52:00,2023-01-08,A7,Counter 9,645
942,2022-11-01 11:32:00,2022-11-01,B7,Counter 1,138
943,2022-10-22 07:26:00,2022-10-22,A8,Counter 9,615
944,2022-06-28 02:08:00,2022-06-28,C4,Counter 3,536
945,2022-06-23 21:57:00,2022-06-23,B10,Counter 18,512
946,2023-05-20 21:07:00,2023-05-20,B6,Counter 18,13
947,2023-06-06 09:27:00,2023-06-06,B1,Counter 9,377
948,2023-11-24 17:39:00,2023-11-24,C2,Counter 11,902
949,2023-11-09 02:56:00,2023-11-09,C6,Counter 12,850
950,2023-10-06 00:37:00,2023-10-06,A1,Counter 7,935
951,2023-01-05 04:19:00,2023-01-05,C4,Counter 5,579
952,2022-07-23 01:20:00,2022-07-23,A3,Counter 19,480
953,2023-06-01 09:46:00,2023-06-01,C2,Counter 20,470
954,2023-01-30 11:31:00,2023-01-30,C2,Counter 13,64
955,2023-01-04 02:31:00,2023-01-04,B9,Counter 5,372
956,2023-10-04 09:03:00,2023-10-04,C7,Counter 10,345
957,2023-09-27 01:40:00,2023-09-27,A6,Counter 3,904
958,2022-01-23 06:18:00,2022-01-23,A6,Counter 8,481
959,2023-08-06 15:41:00,2023-08-06,A8,Counter 8,946
960,2022-01-12 23:25:00,2022-01-12,B10,Counter 8,509
961,2023-02-26 21:54:00,2023-02-26,B2,Counter 6,489
962,2023-01-13 16:55:00,2023-01-13,C6,Counter 18,42
963,2023-11-18 13:04:00,2023-11-18,C4,Counter 18,796
964,2023-03-11 01:23:00,2023-03-11,A9,Counter 17,387
965,2022-05-05 17:26:00,2022-05-05,A1,Counter 3,932
966,2022-09-09 08:49:00,2022-09-09,B6,Counter 7,772
967,2023-12-25 12:14:00,2023-12-25,B9,Counter 4,909
968,2023-09-04 18:24:00,2023-09-04,B10,Counter 19,317
969,2022-08-28 03:56:00,2022-08-28,A8,Counter 11,738
970,2023-05-01 11:11:00,2023-05-01,B9,Counter 5,170
971,2022-08-02 20:26:00,2022-08-02,C4,Counter 6,383
972,2022-01-06 14:44:00,2022-01-06,A2,Counter 10,63
973,2022-06-11 04:56:00,2022-06-11,B4,Counter 20,53
974,2023-09-07 01:21:00,2023-09-07,B2,Counter 14,105
975,2022-08-09 11:49:00,2022-08-09,B4,Counter 3,427
976,2022-12-06 12:11:00,2022-12-06,B9,Counter 12,83
977,2023-02-24 03:14:00,2023-02-24,C4,Counter 20,519
978,2022-04-17 02:30:00,2022-04-17,C5,Counter 5,48
979,2022-06-14 13:44:00,2022-06-14,C4,Counter 5,807
980,2022-05-28 22:52:00,2022-05-28,B7,Counter 12,281
981,2023-07-05 04:19:00,2023-07-05,A2,Counter 12,753
982,2022-11-25 07:05:00,2022-11-25,B9,Counter 17,166
983,2022-06-14 01:04:00,2022-06-14,B10,Counter 2,389
984,2022-03-18 23:09:00,2022-03-18,C4,Counter 14,636
985,2022-09-18 04:25:00,2022-09-18,A5,Counter 11,699
986,2023-03-23 08:11:00,2023-03-23,A8,Counter 10,556
987,2023-02-12 03:30:00,2023-02-12,A5,Counter 2,461
988,2023-02-09 19:51:00,2023-02-09,B6,Counter 5,304
989,2023-05-13 02:25:00,2023-05-13,B9,Counter 4,827
990,2022-06-07 13:15:00,2022-06-07,A8,Counter 20,829
991,2022-05-21 13:35:00,2022-05-21,B2,Counter 11,37
992,2022-05-28 11:59:00,2022-05-28,A5,Counter 19,207
993,2022-10-09 08:22:00,2022-10-09,A9,Counter 5,928
994,2022-01-04 03:50:00,2022-01-04,C4,Counter 14,794
995,2023-06-13 22:51:00,2023-06-13,A1,Counter 10,41
996,2023-05-21 18:48:00,2023-05-21,B4,Counter 13,708
997,2023-03-19 05:27:00,2023-03-19,B8,Counter 14,862
998,2022-07-07 08:40:00,2022-07-07,A8,Counter 3,692
999,2023-09-25 05:34:00,2023-09-25,B9,Counter 17,885
1000,2022-06-17 20:10:00,2022-06-17,C1,Counter 15,856
1001,2023-10-18 02:15:00,2023-10-18,A9,Counter 11,304
1002,2022-05-20 23:43:00,2022-05-20,A1,Counter 14,389
1003,2022-12-14 18:43:00,2022-12-14,B1,Counter 5,143
1004,2022-08-11 09:31:00,2022-08-11,B2,Counter 20,930
1005,2022-01-13 12:29:00,2022-01-13,A6,Counter 5,180
1006,2023-09-24 13:57:00,2023-09-24,A3,Counter 17,556
1007,2022-07-14 13:59:00,2022-07-14,A7,Counter 8,703
1008,2022-09-04 17:27:00,2022-09-04,A8,Counter 1,30
1009,2023-11-23 12:26:00,2023-11-23,A10,Counter 4,812
1010,2023-03-17 14:52:00,2023-03-17,A5,Counter 12,551
1011,2022-01-04 11:19:00,2022-01-04,B7,Counter 4,731
1012,2022-11-24 02:32:00,2022-11-24,A2,Counter 15,645
1013,2023-01-06 01:24:00,2023-01-06,B4,Counter 6,688
1014,2022-11-21 20:36:00,2022-11-21,A5,Counter 17,664
1015,2023-01-08 21:39:00,2023-01-08,A9,Counter 16,105
1016,2022-05-04 14:14:00,2022-05-04,B6,Counter 10,935
1017,2022-04-02 02:55:00,2022-04-02,B4,Counter 5,233
1018,2022-01-03 10:38:00,2022-01-03,C1,Counter 16,643
1019,2023-02-03 03:30:00,2023-02-03,C4,Counter 18,662
1020,2023-05-30 09:19:00,2023-05-30,B3,Counter 20,9
1021,2022-09-23 17:43:00,2022-09-23,A1,Counter 12,619
1022,2022-12-06 03:14:00,2022-12-06,C5,Counter 11,217
1023,2022-05-24 13:10:00,2022-05-24,B3,Counter 6,545
1024,2022-06-09 14:40:00,2022-06-09,B2,Counter 12,881
1025,2023-02-08 21:17:00,2023-02-08,C1,Counter 6,154
1026,2023-08-12 14:56:00,2023-08-12,B8,Counter 7,255
1027,2022-03-12 03:12:00,2022-03-12,B10,Counter 8,621
1028,2022-05-30 16:55:00,2022-05-30,B2,Counter 18,322
1029,2022-02-26 23:45:00,2022-02-26,B10,Counter 19,934
1030,2022-07-11 16:56:00,2022-07-11,C4,Counter 16,610
1031,2023-02-19 22:02:00,2023-02-19,A4,Counter 8,835
1032,2023-10-25 03:32:00,2023-10-25,C9,Counter 20,582
1033,2023-02-10 09:48:00,2023-02-10,C1,Counter 7,502
1034,2023-04-21 18:34:00,2023-04-21,C2,Counter 9,772
1035,2022-04-13 02:22:00,2022-04-13,B2,Counter 14,231
1036,2022-10-15 08:17:00,2022-10-15,C5,Counter 4,675
1037,2023-05-05 05:36:00,2023-05-05,B1,Counter 7,193
1038,2023-02-24 14:37:00,2023-02-24,B7,Counter 20,845
1039,2023-09-04 09:07:00,2023-09-04,B2,Counter 9,863
1040,2022-08-23 04:44:00,2022-08-23,B3,Counter 10,493
1041,2022-07-12 05:00:00,2022-07-12,A1,Counter 11,189
1042,2023-09-06 04:23:00,2023-09-06,B10,Counter 1,613
1043,2023-06-21 05:04:00,2023-06-21,B2,Counter 13,66
1044,2022-01-09 20:22:00,2022-01-09,B5,Counter 18,94
1045,2022-11-15 07:34:00,2022-11-15,C9,Counter 3,628
1046,2023-05-22 00:13:00,2023-05-22,A10,Counter 6,983
1047,2023-06-12 13:48:00,2023-06-12,B8,Counter 12,1
1048,2023-10-02 02:16:00,2023-10-02,B10,Counter 9,281
1049,2022-12-28 22:31:00,2022-12-28,A9,Counter 17,632
1050,2022-09-08 15:27:00,2022-09-08,C9,Counter 3,778
1051,2022-02-10 05:50:00,2022-02-10,A5,Counter 13,685
1052,2023-08-19 12:56:00,2023-08-19,A4,Counter 19,761
1053,2023-05-27 07:40:00,2023-05-27,A9,Counter 17,636
1054,2023-02-23 10:50:00,2023-02-23,A4,Counter 12,145
1055,2023-01-18 07:02:00,2023-01-18,C8,Counter 2,994
1056,2023-11-04 08:41:00,2023-11-04,A5,Counter 12,342
1057,2023-06-30 00:24:00,2023-06-30,A1,Counter 1,109
1058,2022-09-20 03:50:00,2022-09-20,B7,Counter 10,135
1059,2022-02-13 22:31:00,2022-02-13,B1,Counter 3,810
1060,2023-06-23 22:04:00,2023-06-23,B3,Counter 3,869
1061,2023-04-14 20:12:00,2023-04-14,C5,Counter 7,231
1062,2022-06-18 11:56:00,2022-06-18,A5,Counter 2,927
1063,2022-02-04 17:11:00,2022-02-04,B3,Counter 5,975
1064,2023-01-30 06:55:00,2023-01-30,A9,Counter 9,668
1065,2022-05-17 22:27:00,2022-05-17,B4,Counter 14,244
1066,2023-07-13 23:06:00,2023-07-13,A1,Counter 10,259
1067,2022-09-12 19:22:00,2022-09-12,B4,Counter 7,707
1068,2023-12-29 21:17:00,2023-12-29,C3,Counter 14,590
1069,2023-04-07 04:55:00,2023-04-07,A2,Counter 6,922
1070,2023-01-22 01:00:00,2023-01-22,C2,Counter 16,625
1071,2022-05-16 07:19:00,2022-05-16,B2,Counter 18,245
1072,2022-11-22 02:46:00,2022-11-22,B1,Counter 8,809
1073,2022-03-08 03:40:00,2022-03-08,B4,Counter 18,153
1074,2023-10-18 01:14:00,2023-10-18,A8,Counter 15,31
1075,2023-08-14 14:05:00,2023-08-14,C4,Counter 6,966
1076,2022-01-20 05:34:00,2022-01-20,A7,Counter 19,828
1077,2023-04-05 16:34:00,2023-04-05,A6,Counter 11,36
1078,2023-06-01 03:27:00,2023-06-01,A4,Counter 17,232
1079,2022-04-18 04:39:00,2022-04-18,B5,Counter 19,748
1080,2022-07-05 13:19:00,2022-07-05,C6,Counter 20,654
1081,2023-06-26 00:16:00,2023-06-26,C1,Counter 17,369
1082,2023-12-12 20:52:00,2023-12-12,B3,Counter 5,153
1083,2023-07-10 06:03:00,2023-07-10,A4,Counter 10,134
1084,2023-06-03 01:17:00,2023-06-03,B10,Counter 9,293
1085,2022-11-21 00:12:00,2022-11-21,A4,Counter 13,677
1086,2022-02-14 08:43:00,2022-02-14,A1,Counter 10,625
1087,2023-01-02 19:59:00,2023-01-02,C5,Counter 19,660
1088,2022-01-09 14:03:00,2022-01-09,A3,Counter 19,294
1089,2023-01-06 03:09:00,2023-01-06,A6,Counter 14,223
1090,2022-05-25 02:21:00,2022-05-25,B9,Counter 2,991
1091,2022-05-13 02:51:00,2022-05-13,B3,Counter 10,353
1092,2022-09-03 09:50:00,2022-09-03,C3,Counter 14,625
1093,2023-12-13 13:59:00,2023-12-13,A2,Counter 5,20
1094,2023-05-26 08:33:00,2023-05-26,A1,Counter 13,471
1095,2023-09-21 15:28:00,2023-09-21,C5,Counter 11,573
1096,2022-03-31 12:02:00,2022-03-31,B1,Counter 14,500
1097,2022-03-05 14:59:00,2022-03-05,C3,Counter 4,174
1098,2022-02-28 16:10:00,2022-02-28,C4,Counter 15,176
1099,2022-02-25 07:39:00,2022-02-25,A1,Counter 15,581
1100,2023-10-01 10:17:00,2023-10-01,A2,Counter 5,648
1101,2023-02-06 19:53:00,2023-02-06,B3,Counter 8,253
1102,2022-05-21 05:19:00,2022-05-21,B7,Counter 16,374
1103,2023-12-25 01:55:00,2023-12-25,C5,Counter 1,11
1104,2022-08-25 02:49:00,2022-08-25,C1,Counter 14,275
1105,2023-12-17 04:49:00,2023-12-17,A4,Counter 2,277
1106,2023-02-05 22:12:00,2023-02-05,C1,Counter 5,529
1107,2023-10-18 09:55:00,2023-10-18,B5,Counter 7,307
1108,2023-04-20 16:54:00,2023-04-20,B4,Counter 17,226
1109,2022-04-20 11:53:00,2022-04-20,B7,Counter 12,48
1110,2023-07-22 12:38:00,2023-07-22,A8,Counter 7,404
1111,2022-02-08 01:26:00,2022-02-08,C6,Counter 15,713
1112,2022-10-03 07:21:00,2022-10-03,B5,Counter 20,716
1113,2022-10-10 05:20:00,2022-10-10,B3,Counter 4,777
1114,2023-05-22 14:00:00,2023-05-22,C5,Counter 1,984
1115,2022-03-20 21:16:00,2022-03-20,B4,Counter 4,526
1116,2023-03-26 09:31:00,2023-03-26,C4,Counter 9,11
1117,2023-07-19 05:47:00,2023-07-19,A5,Counter 14,619
1118,2022-02-24 05:44:00,2022-02-24,B4,Counter 7,24
1119,2023-03-20 20:51:00,2023-03-20,B2,Counter 10,848
1120,2022-12-23 18:31:00,2022-12-23,B1,Counter 2,643
1121,2023-10-08 20:55:00,2023-10-08,C5,Counter 17,646
1122,2022-04-18 01:49:00,2022-04-18,B6,Counter 11,13
1123,2023-03-09 03:58:00,2023-03-09,A5,Counter 17,690
1124,2023-05-14 02:05:00,2023-05-14,B8,Counter 9,354
1125,2023-04-16 06:54:00,2023-04-16,A3,Counter 1,382
1126,2022-05-26 21:16:00,2022-05-26,A9,Counter 14,341
1127,2023-08-11 01:01:00,2023-08-11,C4,Counter 9,396
1128,2022-10-07 10:14:00,2022-10-07,B5,Counter 15,61
1129,2023-12-05 23:52:00,2023-12-05,A5,Counter 19,267
1130,2022-11-24 22:14:00,2022-11-24,B2,Counter 18,814
1131,2022-11-23 04:01:00,2022-11-23,A5,Counter 13,635
1132,2022-09-25 18:18:00,2022-09-25,B6,Counter 10,938
1133,2022-09-10 12:56:00,2022-09-10,A10,Counter 20,917
1134,2023-01-11 07:23:00,2023-01-11,B4,Counter 5,242
1135,2023-07-12 00:46:00,2023-07-12,A6,Counter 12,708
1136,2023-05-27 09:48:00,2023-05-27,C9,Counter 19,402
1137,2023-07-12 22:10:00,2023-07-12,A9,Counter 1,463
1138,2023-09-24 14:15:00,2023-09-24,A8,Counter 7,168
1139,2023-08-31 22:13:00,2023-08-31,C7,Counter 3,606
1140,2022-10-09 03:08:00,2022-10-09,B2,Counter 2,453
1141,2023-01-01 07:47:00,2023-01-01,A4,Counter 13,836
1142,2022-12-18 04:06:00,2022-12-18,B10,Counter 2,597
1143,2022-04-30 15:25:00,2022-04-30,B4,Counter 17,667
1144,2022-04-10 21:53:00,2022-04-10,C3,Counter 15,645
1145,2022-10-05 19:52:00,2022-10-05,C10,Counter 7,64
1146,2022-07-05 08:11:00,2022-07-05,C1,Counter 15,992
1147,2023-10-13 18:50:00,2023-10-13,C3,Counter 19,206
1148,2022-02-27 09:44:00,2022-02-27,C4,Counter 20,776
1149,2023-09-14 12:48:00,2023-09-14,A1,Counter 11,425
1150,2022-07-08 22:50:00,2022-07-08,A5,Counter 5,661
1151,2022-07-23 08:01:00,2022-07-23,C5,Counter 8,700
1152,2023-04-14 04:33:00,2023-04-14,C7,Counter 14,169
1153,2022-12-06 18:00:00,2022-12-06,A8,Counter 9,612
1154,2023-11-08 13:20:00,2023-11-08,A4,Counter 9,806
1155,2023-08-16 00:08:00,2023-08-16,C8,Counter 10,240
1156,2022-02-23 18:25:00,2022-02-23,B10,Counter 7,817
1157,2022-08-16 05:39:00,2022-08-16,A5,Counter 2,438
1158,2022-07-26 13:22:00,2022-07-26,C6,Counter 18,127
1159,2023-07-28 09:56:00,2023-07-28,C9,Counter 4,268
1160,2022-03-26 11:57:00,2022-03-26,A9,Counter 17,72
1161,2023-04-05 13:56:00,2023-04-05,B7,Counter 16,622
1162,2023-06-02 12:27:00,2023-06-02,A7,Counter 19,387
1163,2022-09-21 17:31:00,2022-09-21,A8,Counter 11,391
1164,2022-12-01 03:42:00,2022-12-01,A2,Counter 10,39
1165,2022-05-30 23:22:00,2022-05-30,B2,Counter 3,175
1166,2022-12-16 09:47:00,2022-12-16,B2,Counter 14,60
1167,2022-05-24 21:33:00,2022-05-24,A8,Counter 18,758
1168,2022-01-12 06:01:00,2022-01-12,B1,Counter 20,451
1169,2022-06-13 14:50:00,2022-06-13,B7,Counter 13,780
1170,2023-12-19 20:17:00,2023-12-19,B6,Counter 14,140
1171,2022-07-14 22:44:00,2022-07-14,B1,Counter 10,60
1172,2023-04-16 03:17:00,2023-04-16,B10,Counter 10,906
1173,2023-06-12 09:01:00,2023-06-12,B6,Counter 6,138
1174,2023-07-18 23:40:00,2023-07-18,B3,Counter 1,779
1175,2023-04-22 04:19:00,2023-04-22,B10,Counter 16,710
1176,2023-06-29 00:39:00,2023-06-29,C7,Counter 18,15
1177,2022-09-21 21:59:00,2022-09-21,A8,Counter 20,237
1178,2023-02-24 07:40:00,2023-02-24,B7,Counter 4,303
1179,2022-07-05 16:11:00,2022-07-05,A7,Counter 12,789
1180,2022-11-24 04:23:00,2022-11-24,B9,Counter 5,603
1181,2023-11-28 17:25:00,2023-11-28,C9,Counter 12,741
1182,2022-08-01 22:03:00,2022-08-01,B10,Counter 13,425
1183,2023-12-25 22:31:00,2023-12-25,A6,Counter 10,810
1184,2022-07-23 09:29:00,2022-07-23,B2,Counter 1,211
1185,2022-07-08 10:24:00,2022-07-08,C7,Counter 3,786
1186,2022-05-13 08:55:00,2022-05-13,C8,Counter 12,940
1187,2023-09-28 06:07:00,2023-09-28,B3,Counter 20,904
1188,2022-11-15 00:18:00,2022-11-15,A9,Counter 11,822
1189,2022-12-20 05:50:00,2022-12-20,B6,Counter 15,286
1190,2023-09-05 14:06:00,2023-09-05,B10,Counter 3,132
1191,2022-11-15 18:48:00,2022-11-15,C2,Counter 20,357
1192,2023-11-07 08:26:00,2023-11-07,C3,Counter 15,451
1193,2022-02-04 11:29:00,2022-02-04,C9,Counter 8,88
1194,2023-10-14 22:16:00,2023-10-14,C10,Counter 12,142
1195,2023-12-02 17:36:00,2023-12-02,A2,Counter 20,817
1196,2023-09-10 19:07:00,2023-09-10,C10,Counter 9,417
1197,2023-03-17 05:20:00,2023-03-17,C2,Counter 4,414
1198,2023-08-11 09:37:00,2023-08-11,B6,Counter 16,177
1199,2023-06-06 02:14:00,2023-06-06,B7,Counter 19,170
1200,2023-06-13 22:02:00,2023-06-13,A6,Counter 6,889
1201,2022-04-12 09:10:00,2022-04-12,C9,Counter 17,431
1202,2023-12-24 13:16:00,2023-12-24,A4,Counter 5,514
1203,2022-07-29 16:32:00,2022-07-29,C6,Counter 12,419
1204,2023-07-09 17:54:00,2023-07-09,A3,Counter 9,637
1205,2022-08-24 20:06:00,2022-08-24,B6,Counter 15,111
1206,2023-09-22 14:20:00,2023-09-22,A10,Counter 11,357
1207,2023-11-07 16:19:00,2023-11-07,A7,Counter 15,121
1208,2022-10-14 15:15:00,2022-10-14,B2,Counter 16,456
1209,2023-01-29 02:01:00,2023-01-29,C8,Counter 15,913
1210,2023-07-12 02:18:00,2023-07-12,C6,Counter 16,841
1211,2023-03-04 23:37:00,2023-03-04,A6,Counter 4,649
1212,2023-10-22 23:11:00,2023-10-22,B6,Counter 18,634
1213,2022-02-24 21:49:00,2022-02-24,B1,Counter 16,671
1214,2022-01-07 06:46:00,2022-01-07,B2,Counter 16,518
1215,2022-07-21 03:22:00,2022-07-21,B8,Counter 15,420
1216,2022-03-11 14:02:00,2022-03-11,A2,Counter 8,653
1217,2023-02-12 17:55:00,2023-02-12,C8,Counter 17,197
1218,2023-05-04 23:55:00,2023-05-04,C6,Counter 14,424
1219,2023-11-15 20:18:00,2023-11-15,A6,Counter 11,2
1220,2022-10-31 05:18:00,2022-10-31,A4,Counter 16,438
1221,2023-02-01 08:04:00,2023-02-01,A1,Counter 4,326
1222,2022-03-31 23:03:00,2022-03-31,B8,Counter 15,48
1223,2023-09-16 17:29:00,2023-09-16,B7,Counter 5,510
1224,2022-07-21 12:34:00,2022-07-21,C1,Counter 16,366
1225,2023-11-08 02:11:00,2023-11-08,C9,Counter 12,416
1226,2022-04-01 10:18:00,2022-04-01,C5,Counter 7,732
1227,2022-07-07 19:38:00,2022-07-07,A9,Counter 5,441
1228,2022-10-23 11:41:00,2022-10-23,A8,Counter 18,65
1229,2023-02-08 17:26:00,2023-02-08,A9,Counter 10,495
1230,2023-06-27 14:49:00,2023-06-27,C4,Counter 19,210
1231,2023-08-15 21:24:00,2023-08-15,B8,Counter 8,899
1232,2023-10-03 17:21:00,2023-10-03,B4,Counter 7,398
1233,2022-12-03 12:58:00,2022-12-03,A4,Counter 5,457
1234,2023-10-12 15:39:00,2023-10-12,B6,Counter 2,789
1235,2023-04-11 18:10:00,2023-04-11,B8,Counter 2,439
1236,2022-12-06 09:15:00,2022-12-06,B8,Counter 6,560
1237,2023-11-17 11:39:00,2023-11-17,B5,Counter 13,971
1238,2023-02-05 16:45:00,2023-02-05,C1,Counter 14,446
1239,2023-03-14 05:28:00,2023-03-14,B3,Counter 11,851
1240,2023-01-15 23:55:00,2023-01-15,A3,Counter 16,563
1241,2022-06-07 08:22:00,2022-06-07,C3,Counter 3,446
1242,2023-07-30 08:21:00,2023-07-30,C1,Counter 17,690
1243,2022-01-04 23:13:00,2022-01-04,A8,Counter 6,405
1244,2023-09-30 07:57:00,2023-09-30,A7,Counter 17,401
1245,2022-09-22 18:58:00,2022-09-22,C5,Counter 1,545
1246,2023-04-03 17:18:00,2023-04-03,C5,Counter 16,390
1247,2022-11-03 11:16:00,2022-11-03,B2,Counter 16,476
1248,2023-08-28 16:03:00,2023-08-28,B5,Counter 11,232
1249,2023-06-06 07:30:00,2023-06-06,C3,Counter 20,650
1250,2023-12-22 01:50:00,2023-12-22,B7,Counter 19,817
1251,2023-09-21 00:46:00,2023-09-21,C2,Counter 9,813
1252,2023-07-31 01:53:00,2023-07-31,A3,Counter 19,357
1253,2022-04-24 19:43:00,2022-04-24,A4,Counter 12,574
1254,2022-01-06 16:12:00,2022-01-06,B2,Counter 16,636
1255,2022-12-11 08:28:00,2022-12-11,B4,Counter 19,21
1256,2022-04-26 17:51:00,2022-04-26,A5,Counter 20,258
1257,2023-10-24 15:46:00,2023-10-24,C2,Counter 14,877
1258,2022-11-10 01:00:00,2022-11-10,A2,Counter 10,495
1259,2022-02-03 03:54:00,2022-02-03,A2,Counter 4,119
