IdSeat,Size,Number,Location,PlaneModel_Id
3822,Large,24C,Back,CRE
3823,Small,25A,Front,CRE
3824,Medium,25B,Middle,CRE
3825,Large,25C,Back,CRE
3826,Small,26A,Front,CRE
3827,Medium,26B,Middle,CRE
3828,Large,26C,Back,CRE
3829,Small,27A,Front,CRE
3830,Medium,27B,Middle,CRE
3831,Large,27C,Back,CRE
3832,Small,28A,Front,CRE
3833,Medium,28B,Middle,CRE
3834,Large,28C,Back,CRE
3835,Small,29A,Front,CRE
3836,Medium,29B,Middle,CRE
3837,Large,29C,Back,CRE
3838,Small,30A,Front,CRE
3839,Medium,30B,Middle,CRE
3840,Large,30C,Back,CRE
3841,Small,31A,Front,CRE
3842,Medium,31B,Middle,CRE
3843,Large,31C,Back,CRE
3844,Small,32A,Front,CRE
3845,Medium,32B,Middle,CRE
3846,Large,32C,Back,CRE
3847,Small,33A,Front,CRE
3848,Medium,33B,Middle,CRE
3849,Large,33C,Back,CRE
3850,Small,34A,Front,CRE
3851,Medium,34B,Middle,CRE
3852,Large,34C,Back,CRE
3853,Small,35A,Front,CRE
3854,Medium,35B,Middle,CRE
3855,Large,35C,Back,CRE
3856,Small,36A,Front,CRE
3857,Medium,36B,Middle,CRE
3858,Large,36C,Back,CRE
3859,Small,37A,Front,CRE
3860,Medium,37B,Middle,CRE
3861,Large,37C,Back,CRE
3862,Small,38A,Front,CRE
3863,Medium,38B,Middle,CRE
3864,Large,38C,Back,CRE
3865,Small,39A,Front,CRE
3866,Medium,39B,Middle,CRE
3867,Large,39C,Back,CRE
3868,Small,40A,Front,CRE
3869,Medium,40B,Middle,CRE
3870,Large,40C,Back,CRE
3871,Small,41A,Front,CRE
3872,Medium,41B,Middle,CRE
3873,Large,41C,Back,CRE
3874,Small,42A,Front,CRE
3875,Medium,42B,Middle,CRE
3876,Large,42C,Back,CRE
3877,Small,43A,Front,CRE
3878,Medium,43B,Middle,CRE
3879,Large,43C,Back,CRE
3880,Small,44A,Front,CRE
3881,Medium,44B,Middle,CRE
3882,Large,44C,Back,CRE
3883,Small,45A,Front,CRE
3884,Medium,45B,Middle,CRE
3885,Large,45C,Back,CRE
3886,Small,46A,Front,CRE
3887,Medium,46B,Middle,CRE
3888,Large,46C,Back,CRE
3889,Small,47A,Front,CRE
3890,Medium,47B,Middle,CRE
3891,Large,47C,Back,CRE
3892,Small,48A,Front,CRE
3893,Medium,48B,Middle,CRE
3894,Large,48C,Back,CRE
3895,Small,49A,Front,CRE
3896,Medium,49B,Middle,CRE
3897,Large,49C,Back,CRE
3898,Small,50A,Front,CRE
3899,Medium,50B,Middle,CRE
3900,Large,50C,Back,CRE
3901,Small,1A,Front,KGJ
3902,Medium,1B,Middle,KGJ
3903,Large,1C,Back,KGJ
3904,Small,2A,Front,KGJ
3905,Medium,2B,Middle,KGJ
3906,Large,2C,Back,KGJ
3907,Small,3A,Front,KGJ
3908,Medium,3B,Middle,KGJ
3909,Large,3C,Back,KGJ
3910,Small,4A,Front,KGJ
3911,Medium,4B,Middle,KGJ
3912,Large,4C,Back,KGJ
3913,Small,5A,Front,KGJ
3914,Medium,5B,Middle,KGJ
3915,Large,5C,Back,KGJ
3916,Small,6A,Front,KGJ
3917,Medium,6B,Middle,KGJ
3918,Large,6C,Back,KGJ
3919,Small,7A,Front,KGJ
3920,Medium,7B,Middle,KGJ
3921,Large,7C,Back,KGJ
3922,Small,8A,Front,KGJ
3923,Medium,8B,Middle,KGJ
3924,Large,8C,Back,KGJ
3925,Small,9A,Front,KGJ
3926,Medium,9B,Middle,KGJ
3927,Large,9C,Back,KGJ
3928,Small,10A,Front,KGJ
3929,Medium,10B,Middle,KGJ
3930,Large,10C,Back,KGJ
3931,Small,11A,Front,KGJ
3932,Medium,11B,Middle,KGJ
3933,Large,11C,Back,KGJ
3934,Small,12A,Front,KGJ
3935,Medium,12B,Middle,KGJ
3936,Large,12C,Back,KGJ
3937,Small,13A,Front,KGJ
3938,Medium,13B,Middle,KGJ
3939,Large,13C,Back,KGJ
3940,Small,14A,Front,KGJ
3941,Medium,14B,Middle,KGJ
3942,Large,14C,Back,KGJ
3943,Small,15A,Front,KGJ
3944,Medium,15B,Middle,KGJ
3945,Large,15C,Back,KGJ
3946,Small,16A,Front,KGJ
3947,Medium,16B,Middle,KGJ
3948,Large,16C,Back,KGJ
3949,Small,17A,Front,KGJ
3950,Medium,17B,Middle,KGJ
3951,Large,17C,Back,KGJ
3952,Small,18A,Front,KGJ
3953,Medium,18B,Middle,KGJ
3954,Large,18C,Back,KGJ
3955,Small,19A,Front,KGJ
3956,Medium,19B,Middle,KGJ
3957,Large,19C,Back,KGJ
3958,Small,20A,Front,KGJ
3959,Medium,20B,Middle,KGJ
3960,Large,20C,Back,KGJ
3961,Small,21A,Front,KGJ
3962,Medium,21B,Middle,KGJ
3963,Large,21C,Back,KGJ
3964,Small,22A,Front,KGJ
3965,Medium,22B,Middle,KGJ
3966,Large,22C,Back,KGJ
3967,Small,23A,Front,KGJ
3968,Medium,23B,Middle,KGJ
3969,Large,23C,Back,KGJ
3970,Small,24A,Front,KGJ
3971,Medium,24B,Middle,KGJ
3972,Large,24C,Back,KGJ
3973,Small,25A,Front,KGJ
3974,Medium,25B,Middle,KGJ
3975,Large,25C,Back,KGJ
3976,Small,26A,Front,KGJ
3977,Medium,26B,Middle,KGJ
3978,Large,26C,Back,KGJ
3979,Small,27A,Front,KGJ
3980,Medium,27B,Middle,KGJ
3981,Large,27C,Back,KGJ
3982,Small,28A,Front,KGJ
3983,Medium,28B,Middle,KGJ
3984,Large,28C,Back,KGJ
3985,Small,29A,Front,KGJ
3986,Medium,29B,Middle,KGJ
3987,Large,29C,Back,KGJ
3988,Small,30A,Front,KGJ
3989,Medium,30B,Middle,KGJ
3990,Large,30C,Back,KGJ
3991,Small,31A,Front,KGJ
3992,Medium,31B,Middle,KGJ
3993,Large,31C,Back,KGJ
3994,Small,32A,Front,KGJ
3995,Medium,32B,Middle,KGJ
3996,Large,32C,Back,KGJ
3997,Small,33A,Front,KGJ
3998,Medium,33B,Middle,KGJ
3999,Large,33C,Back,KGJ
4000,Small,34A,Front,KGJ
4001,Medium,34B,Middle,KGJ
4002,Large,34C,Back,KGJ
4003,Small,35A,Front,KGJ
4004,Medium,35B,Middle,KGJ
4005,Large,35C,Back,KGJ
4006,Small,36A,Front,KGJ
4007,Medium,36B,Middle,KGJ
4008,Large,36C,Back,KGJ
4009,Small,37A,Front,KGJ
4010,Medium,37B,Middle,KGJ
4011,Large,37C,Back,KGJ
4012,Small,38A,Front,KGJ
4013,Medium,38B,Middle,KGJ
4014,Large,38C,Back,KGJ
4015,Small,39A,Front,KGJ
4016,Medium,39B,Middle,KGJ
4017,Large,39C,Back,KGJ
4018,Small,40A,Front,KGJ
4019,Medium,40B,Middle,KGJ
4020,Large,40C,Back,KGJ
4021,Small,41A,Front,KGJ
4022,Medium,41B,Middle,KGJ
4023,Large,41C,Back,KGJ
4024,Small,42A,Front,KGJ
4025,Medium,42B,Middle,KGJ
4026,Large,42C,Back,KGJ
4027,Small,43A,Front,KGJ
4028,Medium,43B,Middle,KGJ
4029,Large,43C,Back,KGJ
4030,Small,44A,Front,KGJ
4031,Medium,44B,Middle,KGJ
4032,Large,44C,Back,KGJ
4033,Small,45A,Front,KGJ
4034,Medium,45B,Middle,KGJ
4035,Large,45C,Back,KGJ
4036,Small,46A,Front,KGJ
4037,Medium,46B,Middle,KGJ
4038,Large,46C,Back,KGJ
4039,Small,47A,Front,KGJ
4040,Medium,47B,Middle,KGJ
4041,Large,47C,Back,KGJ
4042,Small,48A,Front,KGJ
4043,Medium,48B,Middle,KGJ
4044,Large,48C,Back,KGJ
4045,Small,49A,Front,KGJ
4046,Medium,49B,Middle,KGJ
4047,Large,49C,Back,KGJ
4048,Small,50A,Front,KGJ
4049,Medium,50B,Middle,KGJ
4050,Large,50C,Back,KGJ
4051,Small,1A,Front,AIC
4052,Medium,1B,Middle,AIC
4053,Large,1C,Back,AIC
4054,Small,2A,Front,AIC
4055,Medium,2B,Middle,AIC
4056,Large,2C,Back,AIC
4057,Small,3A,Front,AIC
4058,Medium,3B,Middle,AIC
4059,Large,3C,Back,AIC
4060,Small,4A,Front,AIC
4061,Medium,4B,Middle,AIC
4062,Large,4C,Back,AIC
4063,Small,5A,Front,AIC
4064,Medium,5B,Middle,AIC
4065,Large,5C,Back,AIC
4066,Small,6A,Front,AIC
4067,Medium,6B,Middle,AIC
4068,Large,6C,Back,AIC
4069,Small,7A,Front,AIC
4070,Medium,7B,Middle,AIC
4071,Large,7C,Back,AIC
4072,Small,8A,Front,AIC
4073,Medium,8B,Middle,AIC
4074,Large,8C,Back,AIC
4075,Small,9A,Front,AIC
4076,Medium,9B,Middle,AIC
4077,Large,9C,Back,AIC
4078,Small,10A,Front,AIC
4079,Medium,10B,Middle,AIC
4080,Large,10C,Back,AIC
4081,Small,11A,Front,AIC
4082,Medium,11B,Middle,AIC
4083,Large,11C,Back,AIC
4084,Small,12A,Front,AIC
4085,Medium,12B,Middle,AIC
4086,Large,12C,Back,AIC
4087,Small,13A,Front,AIC
4088,Medium,13B,Middle,AIC
4089,Large,13C,Back,AIC
4090,Small,14A,Front,AIC
4091,Medium,14B,Middle,AIC
4092,Large,14C,Back,AIC
4093,Small,15A,Front,AIC
4094,Medium,15B,Middle,AIC
4095,Large,15C,Back,AIC
4096,Small,16A,Front,AIC
4097,Medium,16B,Middle,AIC
4098,Large,16C,Back,AIC
4099,Small,17A,Front,AIC
4100,Medium,17B,Middle,AIC
4101,Large,17C,Back,AIC
4102,Small,18A,Front,AIC
4103,Medium,18B,Middle,AIC
4104,Large,18C,Back,AIC
4105,Small,19A,Front,AIC
4106,Medium,19B,Middle,AIC
4107,Large,19C,Back,AIC
4108,Small,20A,Front,AIC
4109,Medium,20B,Middle,AIC
4110,Large,20C,Back,AIC
4111,Small,21A,Front,AIC
4112,Medium,21B,Middle,AIC
4113,Large,21C,Back,AIC
4114,Small,22A,Front,AIC
4115,Medium,22B,Middle,AIC
4116,Large,22C,Back,AIC
4117,Small,23A,Front,AIC
4118,Medium,23B,Middle,AIC
4119,Large,23C,Back,AIC
4120,Small,24A,Front,AIC
4121,Medium,24B,Middle,AIC
4122,Large,24C,Back,AIC
4123,Small,25A,Front,AIC
4124,Medium,25B,Middle,AIC
4125,Large,25C,Back,AIC
4126,Small,26A,Front,AIC
4127,Medium,26B,Middle,AIC
4128,Large,26C,Back,AIC
4129,Small,27A,Front,AIC
4130,Medium,27B,Middle,AIC
4131,Large,27C,Back,AIC
4132,Small,28A,Front,AIC
4133,Medium,28B,Middle,AIC
4134,Large,28C,Back,AIC
4135,Small,29A,Front,AIC
4136,Medium,29B,Middle,AIC
4137,Large,29C,Back,AIC
4138,Small,30A,Front,AIC
4139,Medium,30B,Middle,AIC
4140,Large,30C,Back,AIC
4141,Small,31A,Front,AIC
4142,Medium,31B,Middle,AIC
4143,Large,31C,Back,AIC
4144,Small,32A,Front,AIC
4145,Medium,32B,Middle,AIC
4146,Large,32C,Back,AIC
4147,Small,33A,Front,AIC
4148,Medium,33B,Middle,AIC
4149,Large,33C,Back,AIC
4150,Small,34A,Front,AIC
4151,Medium,34B,Middle,AIC
4152,Large,34C,Back,AIC
4153,Small,35A,Front,AIC
4154,Medium,35B,Middle,AIC
4155,Large,35C,Back,AIC
4156,Small,36A,Front,AIC
4157,Medium,36B,Middle,AIC
4158,Large,36C,Back,AIC
4159,Small,37A,Front,AIC
4160,Medium,37B,Middle,AIC
4161,Large,37C,Back,AIC
4162,Small,38A,Front,AIC
4163,Medium,38B,Middle,AIC
4164,Large,38C,Back,AIC
4165,Small,39A,Front,AIC
4166,Medium,39B,Middle,AIC
4167,Large,39C,Back,AIC
4168,Small,40A,Front,AIC
4169,Medium,40B,Middle,AIC
4170,Large,40C,Back,AIC
4171,Small,41A,Front,AIC
4172,Medium,41B,Middle,AIC
4173,Large,41C,Back,AIC
4174,Small,42A,Front,AIC
4175,Medium,42B,Middle,AIC
4176,Large,42C,Back,AIC
4177,Small,43A,Front,AIC
4178,Medium,43B,Middle,AIC
4179,Large,43C,Back,AIC
4180,Small,44A,Front,AIC
4181,Medium,44B,Middle,AIC
4182,Large,44C,Back,AIC
4183,Small,45A,Front,AIC
4184,Medium,45B,Middle,AIC
4185,Large,45C,Back,AIC
4186,Small,46A,Front,AIC
4187,Medium,46B,Middle,AIC
4188,Large,46C,Back,AIC
4189,Small,47A,Front,AIC
4190,Medium,47B,Middle,AIC
4191,Large,47C,Back,AIC
4192,Small,48A,Front,AIC
4193,Medium,48B,Middle,AIC
4194,Large,48C,Back,AIC
4195,Small,49A,Front,AIC
4196,Medium,49B,Middle,AIC
4197,Large,49C,Back,AIC
4198,Small,50A,Front,AIC
4199,Medium,50B,Middle,AIC
4200,Large,50C,Back,AIC
4201,Small,1A,Front,TUY
4202,Medium,1B,Middle,TUY
4203,Large,1C,Back,TUY
4204,Small,2A,Front,TUY
4205,Medium,2B,Middle,TUY
4206,Large,2C,Back,TUY
4207,Small,3A,Front,TUY
4208,Medium,3B,Middle,TUY
4209,Large,3C,Back,TUY
4210,Small,4A,Front,TUY
4211,Medium,4B,Middle,TUY
4212,Large,4C,Back,TUY
4213,Small,5A,Front,TUY
4214,Medium,5B,Middle,TUY
4215,Large,5C,Back,TUY
4216,Small,6A,Front,TUY
4217,Medium,6B,Middle,TUY
4218,Large,6C,Back,TUY
4219,Small,7A,Front,TUY
4220,Medium,7B,Middle,TUY
4221,Large,7C,Back,TUY
4222,Small,8A,Front,TUY
4223,Medium,8B,Middle,TUY
4224,Large,8C,Back,TUY
4225,Small,9A,Front,TUY
4226,Medium,9B,Middle,TUY
4227,Large,9C,Back,TUY
4228,Small,10A,Front,TUY
4229,Medium,10B,Middle,TUY
4230,Large,10C,Back,TUY
4231,Small,11A,Front,TUY
4232,Medium,11B,Middle,TUY
4233,Large,11C,Back,TUY
4234,Small,12A,Front,TUY
4235,Medium,12B,Middle,TUY
4236,Large,12C,Back,TUY
4237,Small,13A,Front,TUY
4238,Medium,13B,Middle,TUY
4239,Large,13C,Back,TUY
4240,Small,14A,Front,TUY
4241,Medium,14B,Middle,TUY
4242,Large,14C,Back,TUY
4243,Small,15A,Front,TUY
4244,Medium,15B,Middle,TUY
4245,Large,15C,Back,TUY
4246,Small,16A,Front,TUY
4247,Medium,16B,Middle,TUY
4248,Large,16C,Back,TUY
4249,Small,17A,Front,TUY
4250,Medium,17B,Middle,TUY
4251,Large,17C,Back,TUY
4252,Small,18A,Front,TUY
4253,Medium,18B,Middle,TUY
4254,Large,18C,Back,TUY
4255,Small,19A,Front,TUY
4256,Medium,19B,Middle,TUY
4257,Large,19C,Back,TUY
4258,Small,20A,Front,TUY
4259,Medium,20B,Middle,TUY
4260,Large,20C,Back,TUY
4261,Small,21A,Front,TUY
4262,Medium,21B,Middle,TUY
4263,Large,21C,Back,TUY
4264,Small,22A,Front,TUY
4265,Medium,22B,Middle,TUY
4266,Large,22C,Back,TUY
4267,Small,23A,Front,TUY
4268,Medium,23B,Middle,TUY
4269,Large,23C,Back,TUY
4270,Small,24A,Front,TUY
4271,Medium,24B,Middle,TUY
4272,Large,24C,Back,TUY
4273,Small,25A,Front,TUY
4274,Medium,25B,Middle,TUY
4275,Large,25C,Back,TUY
4276,Small,26A,Front,TUY
4277,Medium,26B,Middle,TUY
4278,Large,26C,Back,TUY
4279,Small,27A,Front,TUY
4280,Medium,27B,Middle,TUY
4281,Large,27C,Back,TUY
4282,Small,28A,Front,TUY
4283,Medium,28B,Middle,TUY
4284,Large,28C,Back,TUY
4285,Small,29A,Front,TUY
4286,Medium,29B,Middle,TUY
4287,Large,29C,Back,TUY
4288,Small,30A,Front,TUY
4289,Medium,30B,Middle,TUY
4290,Large,30C,Back,TUY
4291,Small,31A,Front,TUY
4292,Medium,31B,Middle,TUY
4293,Large,31C,Back,TUY
4294,Small,32A,Front,TUY
4295,Medium,32B,Middle,TUY
4296,Large,32C,Back,TUY
4297,Small,33A,Front,TUY
4298,Medium,33B,Middle,TUY
4299,Large,33C,Back,TUY
4300,Small,34A,Front,TUY
4301,Medium,34B,Middle,TUY
4302,Large,34C,Back,TUY
4303,Small,35A,Front,TUY
4304,Medium,35B,Middle,TUY
4305,Large,35C,Back,TUY
4306,Small,36A,Front,TUY
4307,Medium,36B,Middle,TUY
4308,Large,36C,Back,TUY
4309,Small,37A,Front,TUY
4310,Medium,37B,Middle,TUY
4311,Large,37C,Back,TUY
4312,Small,38A,Front,TUY
4313,Medium,38B,Middle,TUY
4314,Large,38C,Back,TUY
4315,Small,39A,Front,TUY
4316,Medium,39B,Middle,TUY
4317,Large,39C,Back,TUY
4318,Small,40A,Front,TUY
4319,Medium,40B,Middle,TUY
4320,Large,40C,Back,TUY
4321,Small,41A,Front,TUY
4322,Medium,41B,Middle,TUY
4323,Large,41C,Back,TUY
4324,Small,42A,Front,TUY
4325,Medium,42B,Middle,TUY
4326,Large,42C,Back,TUY
4327,Small,43A,Front,TUY
4328,Medium,43B,Middle,TUY
4329,Large,43C,Back,TUY
4330,Small,44A,Front,TUY
4331,Medium,44B,Middle,TUY
4332,Large,44C,Back,TUY
4333,Small,45A,Front,TUY
4334,Medium,45B,Middle,TUY
4335,Large,45C,Back,TUY
4336,Small,46A,Front,TUY
4337,Medium,46B,Middle,TUY
4338,Large,46C,Back,TUY
4339,Small,47A,Front,TUY
4340,Medium,47B,Middle,TUY
4341,Large,47C,Back,TUY
4342,Small,48A,Front,TUY
4343,Medium,48B,Middle,TUY
4344,Large,48C,Back,TUY
4345,Small,49A,Front,TUY
4346,Medium,49B,Middle,TUY
4347,Large,49C,Back,TUY
4348,Small,50A,Front,TUY
4349,Medium,50B,Middle,TUY
4350,Large,50C,Back,TUY
4351,Small,1A,Front,MWG
4352,Medium,1B,Middle,MWG
4353,Large,1C,Back,MWG
4354,Small,2A,Front,MWG
4355,Medium,2B,Middle,MWG
4356,Large,2C,Back,MWG
4357,Small,3A,Front,MWG
4358,Medium,3B,Middle,MWG
4359,Large,3C,Back,MWG
4360,Small,4A,Front,MWG
4361,Medium,4B,Middle,MWG
4362,Large,4C,Back,MWG
4363,Small,5A,Front,MWG
4364,Medium,5B,Middle,MWG
4365,Large,5C,Back,MWG
4366,Small,6A,Front,MWG
4367,Medium,6B,Middle,MWG
4368,Large,6C,Back,MWG
4369,Small,7A,Front,MWG
4370,Medium,7B,Middle,MWG
4371,Large,7C,Back,MWG
4372,Small,8A,Front,MWG
4373,Medium,8B,Middle,MWG
4374,Large,8C,Back,MWG
4375,Small,9A,Front,MWG
4376,Medium,9B,Middle,MWG
4377,Large,9C,Back,MWG
4378,Small,10A,Front,MWG
4379,Medium,10B,Middle,MWG
4380,Large,10C,Back,MWG
4381,Small,11A,Front,MWG
4382,Medium,11B,Middle,MWG
4383,Large,11C,Back,MWG
4384,Small,12A,Front,MWG
4385,Medium,12B,Middle,MWG
4386,Large,12C,Back,MWG
4387,Small,13A,Front,MWG
4388,Medium,13B,Middle,MWG
4389,Large,13C,Back,MWG
4390,Small,14A,Front,MWG
4391,Medium,14B,Middle,MWG
4392,Large,14C,Back,MWG
4393,Small,15A,Front,MWG
4394,Medium,15B,Middle,MWG
4395,Large,15C,Back,MWG
4396,Small,16A,Front,MWG
4397,Medium,16B,Middle,MWG
4398,Large,16C,Back,MWG
4399,Small,17A,Front,MWG
4400,Medium,17B,Middle,MWG
4401,Large,17C,Back,MWG
4402,Small,18A,Front,MWG
4403,Medium,18B,Middle,MWG
4404,Large,18C,Back,MWG
4405,Small,19A,Front,MWG
4406,Medium,19B,Middle,MWG
4407,Large,19C,Back,MWG
4408,Small,20A,Front,MWG
4409,Medium,20B,Middle,MWG
4410,Large,20C,Back,MWG
4411,Small,21A,Front,MWG
4412,Medium,21B,Middle,MWG
4413,Large,21C,Back,MWG
4414,Small,22A,Front,MWG
4415,Medium,22B,Middle,MWG
4416,Large,22C,Back,MWG
4417,Small,23A,Front,MWG
4418,Medium,23B,Middle,MWG
4419,Large,23C,Back,MWG
4420,Small,24A,Front,MWG
4421,Medium,24B,Middle,MWG
4422,Large,24C,Back,MWG
4423,Small,25A,Front,MWG
4424,Medium,25B,Middle,MWG
4425,Large,25C,Back,MWG
4426,Small,26A,Front,MWG
4427,Medium,26B,Middle,MWG
4428,Large,26C,Back,MWG
4429,Small,27A,Front,MWG
4430,Medium,27B,Middle,MWG
4431,Large,27C,Back,MWG
4432,Small,28A,Front,MWG
4433,Medium,28B,Middle,MWG
4434,Large,28C,Back,MWG
4435,Small,29A,Front,MWG
4436,Medium,29B,Middle,MWG
4437,Large,29C,Back,MWG
4438,Small,30A,Front,MWG
4439,Medium,30B,Middle,MWG
4440,Large,30C,Back,MWG
4441,Small,31A,Front,MWG
4442,Medium,31B,Middle,MWG
4443,Large,31C,Back,MWG
4444,Small,32A,Front,MWG
4445,Medium,32B,Middle,MWG
4446,Large,32C,Back,MWG
4447,Small,33A,Front,MWG
4448,Medium,33B,Middle,MWG
4449,Large,33C,Back,MWG
4450,Small,34A,Front,MWG
4451,Medium,34B,Middle,MWG
4452,Large,34C,Back,MWG
4453,Small,35A,Front,MWG
4454,Medium,35B,Middle,MWG
4455,Large,35C,Back,MWG
4456,Small,36A,Front,MWG
4457,Medium,36B,Middle,MWG
4458,Large,36C,Back,MWG
4459,Small,37A,Front,MWG
4460,Medium,37B,Middle,MWG
4461,Large,37C,Back,MWG
4462,Small,38A,Front,MWG
4463,Medium,38B,Middle,MWG
4464,Large,38C,Back,MWG
4465,Small,39A,Front,MWG
4466,Medium,39B,Middle,MWG
4467,Large,39C,Back,MWG
4468,Small,40A,Front,MWG
4469,Medium,40B,Middle,MWG
4470,Large,40C,Back,MWG
4471,Small,41A,Front,MWG
4472,Medium,41B,Middle,MWG
4473,Large,41C,Back,MWG
4474,Small,42A,Front,MWG
4475,Medium,42B,Middle,MWG
4476,Large,42C,Back,MWG
4477,Small,43A,Front,MWG
4478,Medium,43B,Middle,MWG
4479,Large,43C,Back,MWG
4480,Small,44A,Front,MWG
4481,Medium,44B,Middle,MWG
4482,Large,44C,Back,MWG
4483,Small,45A,Front,MWG
4484,Medium,45B,Middle,MWG
4485,Large,45C,Back,MWG
4486,Small,46A,Front,MWG
4487,Medium,46B,Middle,MWG
4488,Large,46C,Back,MWG
4489,Small,47A,Front,MWG
4490,Medium,47B,Middle,MWG
4491,Large,47C,Back,MWG
4492,Small,48A,Front,MWG
4493,Medium,48B,Middle,MWG
4494,Large,48C,Back,MWG
4495,Small,49A,Front,MWG
4496,Medium,49B,Middle,MWG
4497,Large,49C,Back,MWG
4498,Small,50A,Front,MWG
4499,Medium,50B,Middle,MWG
4500,Large,50C,Back,MWG
4501,Small,1A,Front,PBL
4502,Medium,1B,Middle,PBL
4503,Large,1C,Back,PBL
4504,Small,2A,Front,PBL
4505,Medium,2B,Middle,PBL
4506,Large,2C,Back,PBL
4507,Small,3A,Front,PBL
4508,Medium,3B,Middle,PBL
4509,Large,3C,Back,PBL
4510,Small,4A,Front,PBL
4511,Medium,4B,Middle,PBL
4512,Large,4C,Back,PBL
4513,Small,5A,Front,PBL
4514,Medium,5B,Middle,PBL
4515,Large,5C,Back,PBL
4516,Small,6A,Front,PBL
4517,Medium,6B,Middle,PBL
4518,Large,6C,Back,PBL
4519,Small,7A,Front,PBL
4520,Medium,7B,Middle,PBL
4521,Large,7C,Back,PBL
4522,Small,8A,Front,PBL
4523,Medium,8B,Middle,PBL
4524,Large,8C,Back,PBL
4525,Small,9A,Front,PBL
4526,Medium,9B,Middle,PBL
4527,Large,9C,Back,PBL
4528,Small,10A,Front,PBL
4529,Medium,10B,Middle,PBL
4530,Large,10C,Back,PBL
4531,Small,11A,Front,PBL
4532,Medium,11B,Middle,PBL
4533,Large,11C,Back,PBL
4534,Small,12A,Front,PBL
4535,Medium,12B,Middle,PBL
4536,Large,12C,Back,PBL
4537,Small,13A,Front,PBL
4538,Medium,13B,Middle,PBL
4539,Large,13C,Back,PBL
4540,Small,14A,Front,PBL
4541,Medium,14B,Middle,PBL
4542,Large,14C,Back,PBL
4543,Small,15A,Front,PBL
4544,Medium,15B,Middle,PBL
4545,Large,15C,Back,PBL
4546,Small,16A,Front,PBL
4547,Medium,16B,Middle,PBL
4548,Large,16C,Back,PBL
4549,Small,17A,Front,PBL
4550,Medium,17B,Middle,PBL
4551,Large,17C,Back,PBL
4552,Small,18A,Front,PBL
4553,Medium,18B,Middle,PBL
4554,Large,18C,Back,PBL
4555,Small,19A,Front,PBL
4556,Medium,19B,Middle,PBL
4557,Large,19C,Back,PBL
4558,Small,20A,Front,PBL
4559,Medium,20B,Middle,PBL
4560,Large,20C,Back,PBL
4561,Small,21A,Front,PBL
4562,Medium,21B,Middle,PBL
4563,Large,21C,Back,PBL
4564,Small,22A,Front,PBL
4565,Medium,22B,Middle,PBL
4566,Large,22C,Back,PBL
4567,Small,23A,Front,PBL
4568,Medium,23B,Middle,PBL
4569,Large,23C,Back,PBL
4570,Small,24A,Front,PBL
4571,Medium,24B,Middle,PBL
4572,Large,24C,Back,PBL
4573,Small,25A,Front,PBL
4574,Medium,25B,Middle,PBL
4575,Large,25C,Back,PBL
4576,Small,26A,Front,PBL
4577,Medium,26B,Middle,PBL
4578,Large,26C,Back,PBL
4579,Small,27A,Front,PBL
4580,Medium,27B,Middle,PBL
4581,Large,27C,Back,PBL
4582,Small,28A,Front,PBL
4583,Medium,28B,Middle,PBL
4584,Large,28C,Back,PBL
4585,Small,29A,Front,PBL
4586,Medium,29B,Middle,PBL
4587,Large,29C,Back,PBL
4588,Small,30A,Front,PBL
4589,Medium,30B,Middle,PBL
4590,Large,30C,Back,PBL
4591,Small,31A,Front,PBL
4592,Medium,31B,Middle,PBL
4593,Large,31C,Back,PBL
4594,Small,32A,Front,PBL
4595,Medium,32B,Middle,PBL
4596,Large,32C,Back,PBL
4597,Small,33A,Front,PBL
4598,Medium,33B,Middle,PBL
4599,Large,33C,Back,PBL
4600,Small,34A,Front,PBL
4601,Medium,34B,Middle,PBL
4602,Large,34C,Back,PBL
4603,Small,35A,Front,PBL
4604,Medium,35B,Middle,PBL
4605,Large,35C,Back,PBL
4606,Small,36A,Front,PBL
4607,Medium,36B,Middle,PBL
4608,Large,36C,Back,PBL
4609,Small,37A,Front,PBL
4610,Medium,37B,Middle,PBL
4611,Large,37C,Back,PBL
4612,Small,38A,Front,PBL
4613,Medium,38B,Middle,PBL
4614,Large,38C,Back,PBL
4615,Small,39A,Front,PBL
4616,Medium,39B,Middle,PBL
4617,Large,39C,Back,PBL
4618,Small,40A,Front,PBL
4619,Medium,40B,Middle,PBL
4620,Large,40C,Back,PBL
4621,Small,41A,Front,PBL
4622,Medium,41B,Middle,PBL
4623,Large,41C,Back,PBL
4624,Small,42A,Front,PBL
4625,Medium,42B,Middle,PBL
4626,Large,42C,Back,PBL
4627,Small,43A,Front,PBL
4628,Medium,43B,Middle,PBL
4629,Large,43C,Back,PBL
4630,Small,44A,Front,PBL
4631,Medium,44B,Middle,PBL
4632,Large,44C,Back,PBL
4633,Small,45A,Front,PBL
4634,Medium,45B,Middle,PBL
4635,Large,45C,Back,PBL
4636,Small,46A,Front,PBL
4637,Medium,46B,Middle,PBL
4638,Large,46C,Back,PBL
4639,Small,47A,Front,PBL
4640,Medium,47B,Middle,PBL
4641,Large,47C,Back,PBL
4642,Small,48A,Front,PBL
4643,Medium,48B,Middle,PBL
4644,Large,48C,Back,PBL
4645,Small,49A,Front,PBL
4646,Medium,49B,Middle,PBL
4647,Large,49C,Back,PBL
4648,Small,50A,Front,PBL
4649,Medium,50B,Middle,PBL
4650,Large,50C,Back,PBL
